"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","LLC_BI__Risk_Grade_Factor__c","LLC_BI__Description__c","LLC_BI__High__c","LLC_BI__Low__c","LLC_BI__Risk_Grade__c","LLC_BI__lookupKey__c","LLC_BI__QV_Index__c"
"a0x6g0000003KI4AAM","","RGC-000005387","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","","2.5","1","",""
"a0x6g0000003KI5AAM","","RGC-000005388","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","2.49","1.75","2","",""
"a0x6g0000003KI6AAM","","RGC-000005389","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","1.74","1.1","3","",""
"a0x6g0000003KI7AAM","","RGC-000005390","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","1.09","1.0","4","",""
"a0x6g0000003KI8AAM","","RGC-000005391","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","0.99","0.75","5","",""
"a0x6g0000003KI9AAM","","RGC-000005392","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","0.74","0.5","6","",""
"a0x6g0000003KIAAA2","","RGC-000005393","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7pAAE","","0.49","","7","",""
"a0x6g0000003KIBAA2","","RGC-000005394","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","","751.0","1","",""
"a0x6g0000003KICAA2","","RGC-000005395","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","750.0","725.0","2","",""
"a0x6g0000003KIDAA2","","RGC-000005396","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","724.0","675.0","3","",""
"a0x6g0000003KIEAA2","","RGC-000005397","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","674.0","650.0","4","",""
"a0x6g0000003KIFAA2","","RGC-000005398","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","649.0","625.0","5","",""
"a0x6g0000003KIGAA2","","RGC-000005399","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","624.0","600.0","6","",""
"a0x6g0000003KIHAA2","","RGC-000005400","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7qAAE","","599.0","","7","",""
"a0x6g0000003KIIAA2","","RGC-000005167","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","","2.5","1","",""
"a0x6g0000003KIJAA2","","RGC-000005168","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","2.49","1.75","2","",""
"a0x6g0000003KIKAA2","","RGC-000005169","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","1.74","1.1","3","",""
"a0x6g0000003KILAA2","","RGC-000005170","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","1.09","1.0","4","",""
"a0x6g0000003KIMAA2","","RGC-000005171","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","0.99","0.75","5","",""
"a0x6g0000003KINAA2","","RGC-000005172","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","0.74","0.5","6","",""
"a0x6g0000003KIOAA2","","RGC-000005173","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7YAAU","","0.49","","7","",""
"a0x6g0000003KIPAA2","","RGC-000005174","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","","751.0","1","",""
"a0x6g0000003KIQAA2","","RGC-000005175","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","750.0","725.0","2","",""
"a0x6g0000003KIRAA2","","RGC-000005176","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","724.0","675.0","3","",""
"a0x6g0000003KISAA2","","RGC-000005177","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","674.0","650.0","4","",""
"a0x6g0000003KITAA2","","RGC-000005178","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","649.0","625.0","5","",""
"a0x6g0000003KIUAA2","","RGC-000005179","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","624.0","600.0","6","",""
"a0x6g0000003KIVAA2","","RGC-000005180","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7ZAAU","","599.0","","7","",""
"a0x6g0000003KIWAA2","","RGC-000005181","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","","11.0","1","",""
"a0x6g0000003KIXAA2","","RGC-000005182","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","10.0","9.0","2","",""
"a0x6g0000003KIYAA2","","RGC-000005183","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","8.0","7.0","3","",""
"a0x6g0000003KIZAA2","","RGC-000005184","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","6.0","5.0","4","",""
"a0x6g0000003KIaAAM","","RGC-000005185","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","4.0","3.0","5","",""
"a0x6g0000003KIbAAM","","RGC-000005186","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","2.0","1.0","6","",""
"a0x6g0000003KIcAAM","","RGC-000005187","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7aAAE","","0.0","","7","",""
"a0x6g0000003KIdAAM","","RGC-000005188","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","Very Good","","","1","",""
"a0x6g0000003KIeAAM","","RGC-000005189","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","Good","","","2","",""
"a0x6g0000003KIfAAM","","RGC-000005190","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","Average","","","3","",""
"a0x6g0000003KIgAAM","","RGC-000005191","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","Poor","","","4","",""
"a0x6g0000003KIhAAM","","RGC-000005192","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","Very Poor","","","5","",""
"a0x6g0000003KIiAAM","","RGC-000005193","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","Exception","","","6","",""
"a0x6g0000003KIjAAM","","RGC-000005194","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7bAAE","N/A","","","7","",""
"a0x6g0000003KIkAAM","","RGC-000005195","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","","751.0","1","",""
"a0x6g0000003KIlAAM","","RGC-000005196","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","750.0","725.0","2","",""
"a0x6g0000003KImAAM","","RGC-000005197","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","724.0","675.0","3","",""
"a0x6g0000003KInAAM","","RGC-000005198","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","674.0","650.0","4","",""
"a0x6g0000003KIoAAM","","RGC-000005199","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","649.0","625.0","5","",""
"a0x6g0000003KIpAAM","","RGC-000005200","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","624.0","600.0","6","",""
"a0x6g0000003KIqAAM","","RGC-000005201","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7cAAE","","599.0","","7","",""
"a0x6g0000003KIrAAM","","RGC-000005202","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","","2.5","1","",""
"a0x6g0000003KIsAAM","","RGC-000005203","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","2.49","1.75","2","",""
"a0x6g0000003KItAAM","","RGC-000005204","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","1.74","1.1","3","",""
"a0x6g0000003KIuAAM","","RGC-000005205","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","1.09","1.0","4","",""
"a0x6g0000003KIvAAM","","RGC-000005206","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","0.99","0.75","5","",""
"a0x6g0000003KIwAAM","","RGC-000005207","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","0.74","0.5","6","",""
"a0x6g0000003KIxAAM","","RGC-000005208","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7dAAE","","0.49","","7","",""
"a0x6g0000003KIyAAM","","RGC-000005209","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7eAAE","Inventory Supply Decline","","","2","",""
"a0x6g0000003KIzAAM","","RGC-000005210","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7eAAE","Inventory Supply Stable","","","4","",""
"a0x6g0000003KJ0AAM","","RGC-000005211","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7eAAE","Abundant Inventory","","","7","",""
"a0x6g0000003KJ1AAM","","RGC-000005212","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7fAAE","","10.0","0.0","1","",""
"a0x6g0000003KJ2AAM","","RGC-000005213","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7fAAE","","20.0","10.01","2","",""
"a0x6g0000003KJ3AAM","","RGC-000005214","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7fAAE","","50.0","30.01","4","",""
"a0x6g0000003KJ4AAM","","RGC-000005215","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7fAAE","","70.0","50.01","5","",""
"a0x6g0000003KJ5AAM","","RGC-000005216","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7fAAE","","80.0","70.01","6","",""
"a0x6g0000003KJ6AAM","","RGC-000005217","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7fAAE","","100.0","80.01","7","",""
"a0x6g0000003KJ7AAM","","RGC-000005218","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","","2.5","1","",""
"a0x6g0000003KJ8AAM","","RGC-000005219","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","2.79","1.75","2","",""
"a0x6g0000003KJ9AAM","","RGC-000005220","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","1.74","1.25","3","",""
"a0x6g0000003KJAAA2","","RGC-000005221","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","1.24","1.1","4","",""
"a0x6g0000003KJBAA2","","RGC-000005222","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","1.09","1.0","5","",""
"a0x6g0000003KJCAA2","","RGC-000005223","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","0.99","0.75","6","",""
"a0x6g0000003KJDAA2","","RGC-000005224","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7gAAE","","0.74","","7","",""
"a0x6g0000003KJEAA2","","RGC-000005287","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","","2.5","1","",""
"a0x6g0000003KJFAA2","","RGC-000005288","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","2.49","1.75","2","",""
"a0x6g0000003KJGAA2","","RGC-000005289","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","1.74","1.1","3","",""
"a0x6g0000003KJHAA2","","RGC-000005290","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","1.09","1.0","4","",""
"a0x6g0000003KJIAA2","","RGC-000005291","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","0.99","0.75","5","",""
"a0x6g0000003KJJAA2","","RGC-000005292","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","0.74","0.5","6","",""
"a0x6g0000003KJKAA2","","RGC-000005293","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7nAAE","","0.49","","7","",""
"a0x6g0000003KJLAA2","","RGC-000005294","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","","751.0","1","",""
"a0x6g0000003KJMAA2","","RGC-000005295","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","750.0","725.0","2","",""
"a0x6g0000003KJNAA2","","RGC-000005296","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","724.0","675.0","3","",""
"a0x6g0000003KJOAA2","","RGC-000005297","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","674.0","650.0","4","",""
"a0x6g0000003KJPAA2","","RGC-000005298","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","649.0","625.0","5","",""
"a0x6g0000003KJQAA2","","RGC-000005299","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","624.0","600.0","6","",""
"a0x6g0000003KJRAA2","","RGC-000005300","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7oAAE","","599.0","","7","",""
"a0x6g0000003KJSAA2","","RGC-000005301","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","","2.5","1","",""
"a0x6g0000003KJTAA2","","RGC-000005302","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","2.49","1.75","2","",""
"a0x6g0000003KJUAA2","","RGC-000005303","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","1.74","1.1","3","",""
"a0x6g0000003KJVAA2","","RGC-000005304","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","1.09","1.0","4","",""
"a0x6g0000003KJWAA2","","RGC-000005305","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","0.99","0.75","5","",""
"a0x6g0000003KJXAA2","","RGC-000005306","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","0.74","0.5","6","",""
"a0x6g0000003KJYAA2","","RGC-000005307","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","0.49","","7","",""
"a0x6g0000003KJZAA2","","RGC-000005308","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","","751.0","1","",""
"a0x6g0000003KJaAAM","","RGC-000005309","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","750.0","725.0","2","",""
"a0x6g0000003KJbAAM","","RGC-000005310","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","724.0","675.0","3","",""
"a0x6g0000003KJcAAM","","RGC-000005311","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","674.0","650.0","4","",""
"a0x6g0000003KJdAAM","","RGC-000005312","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","649.0","625.0","5","",""
"a0x6g0000003KJeAAM","","RGC-000005313","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","624.0","600.0","6","",""
"a0x6g0000003KJfAAM","","RGC-000005314","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","599.0","","7","",""
"a0x6g0000003KJgAAM","","RGC-000005315","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","","2.5","1","",""
"a0x6g0000003KJhAAM","","RGC-000005316","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","2.49","1.75","2","",""
"a0x6g0000003KJiAAM","","RGC-000005317","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","1.74","1.1","3","",""
"a0x6g0000003KJjAAM","","RGC-000005318","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","1.09","1.0","4","",""
"a0x6g0000003KJkAAM","","RGC-000005319","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","0.99","0.75","5","",""
"a0x6g0000003KJlAAM","","RGC-000005320","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","0.74","0.5","6","",""
"a0x6g0000003KJmAAM","","RGC-000005321","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","0.49","","7","",""
"a0x6g0000003KJnAAM","","RGC-000005322","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","","751.0","1","",""
"a0x6g0000003KJoAAM","","RGC-000005323","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","750.0","725.0","2","",""
"a0x6g0000003KJpAAM","","RGC-000005324","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","724.0","675.0","3","",""
"a0x6g0000003KJqAAM","","RGC-000005325","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","674.0","650.0","4","",""
"a0x6g0000003KJrAAM","","RGC-000005326","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","649.0","625.0","5","",""
"a0x6g0000003KJsAAM","","RGC-000005327","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","624.0","600.0","6","",""
"a0x6g0000003KJtAAM","","RGC-000005328","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","599.0","","7","",""
"a0x6g0000003KJuAAM","","RGC-000005329","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","","2.5","1","",""
"a0x6g0000003KJvAAM","","RGC-000005330","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","2.49","1.75","2","",""
"a0x6g0000003KJwAAM","","RGC-000005331","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","1.74","1.1","3","",""
